gene_name,Bcells replicate 1 half_life,Bcells replicate 1 dataQual,Bcells replicate 1 R_sq,Bcells replicate 2 half_life,Bcells replicate 2 dataQual,Bcells replicate 2 R_sq,NK cells replicate 1 half_life,NK cells replicate 1 dataQual,NK cells replicate 1 R_sq,NK cells replicate 2 half_life,NK cells replicate 2 dataQual,NK cells replicate 2 R_sq,Hepatocytes replicate 1 half_life,Hepatocytes replicate 1 dataQual,Hepatocytes replicate 1 R_sq,Hepatocytes replicate 2 half_life,Hepatocytes replicate 2 dataQual,Hepatocytes replicate 2 R_sq,Monocytes replicate 1 half_life,Monocytes replicate 1 dataQual,Monocytes replicate 1 R_sq,Monocytes replicate 2 half_life,Monocytes replicate 2 dataQual,Monocytes replicate 2 R_sq,"Mouse Neurons, replicate 3 half_life","Mouse Neurons, replicate 3 dataQual","Mouse Neurons, replicate 3 R_sq","Mouse Neurons, replicate 4 half_life","Mouse Neurons, replicate 4 dataQual","Mouse Neurons, replicate 4 R_sq",Length
TRIM32,,,,42.437,weak,0.996,62.225,weak,0.992,,,,37.113,weak,0.993,,,,,,,,,,15.751,good,0.934,16.570999999999998,good,0.9420000000000001,653
TRIM33,45.923,good,0.976,40.847,good,0.996,,,,59.57899999999999,weak,0.9990000000000001,32.354,good,0.9990000000000001,30.531999999999996,good,0.998,34.152,weak,0.968,,,,27.784000000000002,good,0.992,26.91,good,0.996,1127
TRIM38,39.699,weak,0.9790000000000001,48.42100000000001,weak,0.971,82.439,weak,0.9990000000000001,76.69800000000001,weak,0.937,,,,,,,40.302,weak,0.9890000000000001,34.065,good,0.996,,,,,,,465
TRIM4,,,,36.702,good,0.9790000000000001,,,,38.92,weak,0.9570000000000001,28.195,good,0.995,25.414,good,0.976,,,,36.17,good,0.9690000000000001,,,,,,,500
TRIM41,,,,33.885,weak,0.9670000000000001,41.393,weak,0.9420000000000001,45.601000000000006,weak,0.9940000000000001,,,,,,,42.413000000000004,weak,0.919,,,,,,,20.217,weak,0.993,630
TRIM5,,,,,,,40.304,weak,0.987,32.902,weak,0.995,,,,,,,,,,,,,,,,,,,493
TRIM56,27.16,good,0.992,29.611,weak,1.0,42.518,weak,1.0,33.191,good,1.0,34.751,weak,0.985,,,,42.467,weak,0.992,32.87,good,0.992,,,,,,,755
TRIM65,101.90700000000001,weak,0.99,111.50299999999999,weak,1.0,,,,,,,,,,,,,75.74600000000001,weak,0.94,55.251000000000005,weak,0.977,,,,,,,517
TRIO,44.754,weak,0.997,52.133,good,0.995,,,,,,,,,,,,,56.053000000000004,good,0.94,33.778,weak,0.9279999999999999,40.541,good,0.998,45.891999999999996,good,0.9990000000000001,3097
TRIOBP,,,,,,,,,,,,,77.146,good,0.992,126.697,weak,0.9159999999999999,47.093,weak,0.909,45.772,good,0.982,,,,40.223,good,0.9940000000000001,2365
TRIP10,29.58,good,0.997,38.21,good,0.993,,,,,,,,,,,,,55.89,weak,0.945,29.715,weak,0.992,,,,,,,601
TRIP11,29.627,good,0.997,34.238,good,0.997,,,,65.477,weak,0.9740000000000001,31.526,good,0.9990000000000001,30.025,good,0.9990000000000001,40.489000000000004,good,0.982,36.08,good,0.988,29.458000000000002,good,0.985,31.436,good,0.9940000000000001,1979
TRIP12,39.961,good,0.985,38.711999999999996,good,0.9990000000000001,86.006,good,0.998,75.22399999999999,good,0.998,18.320999999999998,good,0.9740000000000001,17.527,good,0.9740000000000001,33.356,good,0.9890000000000001,28.712,good,0.992,25.733,good,0.992,29.105999999999998,good,0.991,1992
TRIP4,47.48,weak,0.981,59.205,weak,0.975,91.801,weak,0.996,61.54600000000001,weak,0.965,61.398,weak,0.907,,,,36.27,weak,0.988,28.531,weak,0.983,,,,33.656,weak,0.996,581
TRMT1,39.709,weak,0.865,33.753,good,0.996,,,,,,,64.395,weak,0.9470000000000001,,,,,,,43.216,weak,0.996,,,,46.931000000000004,weak,0.992,659
TRMT10C,62.605,weak,0.995,62.891000000000005,weak,0.997,,,,,,,63.063,good,0.9840000000000001,63.905,good,0.968,,,,59.888999999999996,weak,0.985,53.906000000000006,weak,0.992,58.711999999999996,good,0.995,403
TRMT112,31.805,good,0.976,,,,,,,45.059,weak,0.991,,,,81.668,weak,0.898,23.406999999999996,weak,0.985,20.636999999999997,good,0.988,,,,65.875,weak,0.9009999999999999,125
TRMT1L,36.982,good,0.98,38.123000000000005,weak,0.9470000000000001,,,,50.8,weak,0.9620000000000001,38.821999999999996,weak,1.0,33.183,weak,0.9890000000000001,37.967,weak,0.94,,,,30.535999999999998,weak,0.987,29.956,weak,1.0,733
TRMT2A,,,,,,,,,,51.761,weak,0.9359999999999999,,,,,,,50.29600000000001,weak,0.981,,,,33.804,weak,0.9790000000000001,35.77,weak,0.988,625
TRMT5,,,,48.931999999999995,weak,0.937,,,,,,,47.203,weak,0.998,58.51,weak,0.879,51.556999999999995,weak,0.9390000000000001,34.306,weak,0.992,,,,,,,509
TRMT6,80.325,weak,0.9890000000000001,,,,185.235,weak,0.846,,,,,,,,,,88.08,weak,0.973,76.64,weak,0.966,,,,,,,497
TRMT61A,101.59200000000001,weak,0.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,289
TRMT61B,,,,,,,,,,,,,74.956,weak,0.9590000000000001,,,,,,,,,,,,,,,,477
TRNT1,178.857,good,0.972,215.705,good,0.998,,,,,,,,,,131.636,good,0.995,146.661,weak,0.966,101.729,good,0.99,56.735,good,0.995,63.24100000000001,good,0.997,434
TROVE2,119.412,good,0.9940000000000001,176.805,good,1.0,308.89599999999996,good,1.0,284.36,good,1.0,,,,,,,103.21600000000001,good,0.991,89.338,good,0.991,51.198,good,1.0,58.413999999999994,good,0.9990000000000001,538
TRPT1,,,,73.48,weak,0.935,,,,,,,,,,,,,,,,,,,,,,,,,253
TRPV2,80.745,weak,0.988,91.055,weak,0.8909999999999999,393.444,weak,0.99,222.93200000000002,weak,0.996,,,,,,,72.744,good,0.914,54.713,weak,0.9670000000000001,,,,,,,764
TRRAP,63.762,good,0.988,78.459,good,0.998,211.577,good,0.981,149.257,good,0.997,42.702,good,0.976,32.601,good,0.998,84.59200000000001,good,0.9840000000000001,69.652,good,0.986,34.537,good,0.996,35.799,good,0.996,3859
TRUB1,48.169,weak,0.9990000000000001,,,,,,,,,,,,,36.042,weak,0.998,38.135,weak,0.983,,,,,,,,,,349
TSC1,61.007,weak,0.919,,,,,,,,,,,,,,,,,,,,,,45.887,good,0.997,50.43,good,0.996,1164
TSC2,41.016000000000005,good,0.981,43.12,weak,0.982,,,,,,,,,,,,,51.038000000000004,weak,0.943,45.663999999999994,weak,0.98,,,,52.32899999999999,good,0.995,1807
TSC22D2,56.376999999999995,weak,0.9329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,54.473,weak,0.98,780
TSC22D4,143.111,weak,0.9890000000000001,160.842,weak,0.912,176.64700000000002,weak,0.976,168.593,weak,0.9109999999999999,,,,,,,,,,111.094,weak,0.986,,,,,,,395
TSEN34,33.925,weak,0.951,,,,,,,,,,,,,,,,31.808000000000003,weak,0.945,25.991,weak,0.9490000000000001,,,,24.313000000000002,weak,0.9279999999999999,310
TSFM,,,,85.18700000000001,good,0.997,,,,,,,74.641,good,0.993,74.09,good,0.993,,,,72.954,weak,0.955,81.312,weak,0.937,83.771,good,0.998,325
TSG101,77.653,good,0.995,92.595,good,0.9990000000000001,189.578,good,0.975,175.794,good,0.9790000000000001,69.291,good,0.997,71.671,good,0.977,63.46,good,0.986,48.293,good,0.991,40.763000000000005,good,1.0,50.997,good,0.9990000000000001,390
TSN,202.361,good,0.993,219.16299999999998,good,0.995,497.23400000000004,good,0.9690000000000001,,,,12.022,weak,0.8740000000000001,,,,141.685,good,0.993,98.11399999999999,good,0.975,79.84899999999999,good,0.991,93.185,good,0.998,228
TSNAX,115.213,weak,0.965,,,,,,,,,,,,,,,,,,,,,,62.286,good,0.998,71.625,good,0.9990000000000001,290
TSPAN13,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.746,good,0.9520000000000001,204
TSPAN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.239000000000004,weak,0.9890000000000001,253
TSPO,,,,,,,,,,,,,,,,102.89,weak,0.986,285.721,weak,0.981,205.43900000000002,weak,0.9129999999999999,,,,,,,102
TSPO,,,,,,,,,,,,,,,,102.89,weak,0.986,285.721,weak,0.981,205.43900000000002,weak,0.9129999999999999,,,,,,,169
TSPYL1,18.675,weak,0.9640000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,437
TSPYL5,,,,,,,,,,,,,,,,,,,,,,,,,13.502,weak,0.988,12.084000000000001,weak,0.9540000000000001,417
TSR1,35.332,good,0.992,43.756,weak,0.9890000000000001,188.333,weak,0.863,201.00400000000002,good,0.912,,,,,,,66.027,weak,0.9940000000000001,,,,31.267,weak,0.998,35.856,weak,0.937,804
TSR2,32.718,weak,0.996,38.897,weak,0.9990000000000001,,,,,,,,,,,,,,,,24.595,weak,0.971,,,,34.961999999999996,good,0.9990000000000001,191
TSR3,19.296,weak,0.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,312
TSSC1,88.60700000000001,weak,0.982,,,,,,,250.612,weak,0.9640000000000001,,,,,,,116.111,weak,0.9390000000000001,,,,,,,,,,387
TSSC4,76.521,weak,0.937,90.031,good,0.996,115.729,weak,0.9229999999999999,59.409,weak,0.972,,,,,,,,,,,,,47.754,weak,0.978,,,,329
TSTA3,183.59599999999998,weak,0.94,151.736,weak,1.0,559.696,weak,0.9690000000000001,,,,,,,363.087,weak,0.8490000000000001,137.356,weak,0.995,133.013,weak,0.965,,,,92.23,good,1.0,321
TSTD1,,,,256.972,good,0.971,329.475,weak,0.996,288.935,weak,0.9740000000000001,,,,,,,,,,,,,,,,,,,115
TTC1,31.509,good,0.99,36.921,weak,1.0,73.908,weak,0.91,63.25,weak,0.991,,,,48.386,weak,0.9059999999999999,41.976000000000006,weak,0.987,34.317,weak,0.97,32.134,weak,0.998,40.239000000000004,good,0.998,292
TTC27,26.366999999999997,weak,0.997,35.773,weak,0.9890000000000001,,,,,,,,,,,,,,,,59.685,weak,0.9540000000000001,32.839,weak,0.991,34.353,weak,0.981,843
TTC37,89.02,good,0.9670000000000001,106.96,good,0.9179999999999999,,,,205.57,good,0.9740000000000001,54.2,good,1.0,58.963,good,0.978,131.68200000000002,weak,0.982,85.211,good,0.9790000000000001,64.503,weak,0.865,76.305,good,0.991,1564
TTC38,,,,,,,,,,165.96099999999998,weak,0.912,,,,,,,,,,28.651,weak,0.995,,,,,,,469
TTC39C,57.169,weak,0.9990000000000001,55.356,weak,0.985,,,,73.73100000000001,good,0.9990000000000001,,,,,,,59.935,weak,0.9940000000000001,55.372,weak,0.9009999999999999,,,,28.519000000000002,weak,0.978,583
TTC4,,,,25.261,weak,0.996,98.34899999999999,weak,0.915,54.288000000000004,weak,0.99,,,,,,,,,,,,,,,,,,,387
TTC7A,45.113,weak,0.9890000000000001,48.873999999999995,weak,0.875,,,,,,,,,,,,,,,,62.618,weak,0.977,,,,,,,858
TTC9,218.69,weak,0.993,,,,,,,,,,,,,,,,,,,,,,45.768,weak,0.983,60.005,weak,0.9990000000000001,222
TTC9C,96.28,weak,0.858,,,,140.68,weak,0.9640000000000001,,,,,,,,,,,,,,,,,,,59.946999999999996,weak,1.0,171
TTF1,,,,31.541,weak,0.9229999999999999,,,,,,,,,,,,,,,,,,,,,,,,,371
TTF1,,,,31.541,weak,0.9229999999999999,,,,,,,,,,,,,,,,,,,,,,,,,905
TTF2,,,,18.613,weak,0.907,,,,,,,,,,,,,,,,,,,,,,,,,373
TTF2,,,,18.613,weak,0.907,,,,,,,,,,,,,,,,,,,,,,,,,1162
TTI1,23.441,weak,0.9990000000000001,18.910999999999998,weak,0.904,,,,,,,,,,,,,46.297,weak,0.9840000000000001,31.401,weak,1.0,,,,,,,1089
TTLL12,,,,,,,,,,,,,87.321,weak,0.868,,,,144.097,good,0.983,,,,79.56,good,0.9990000000000001,95.964,good,0.9990000000000001,644
TTN,,,,,,,,,,196.546,weak,0.998,,,,,,,,,,43.141000000000005,weak,0.9109999999999999,,,,,,,34350
TTPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.409,weak,0.9590000000000001,342
TTYH3,,,,,,,,,,,,,38.703,weak,0.946,26.621,weak,0.991,30.201999999999998,weak,0.953,20.456,weak,0.97,46.388000000000005,good,0.987,60.747,good,0.986,523
TUBA1A,,,,,,,,,,,,,,,,,,,,,,,,,88.12700000000001,weak,0.98,101.65799999999999,good,0.997,451
TUBA1C,,,,,,,,,,,,,,,,212.385,weak,0.9620000000000001,,,,,,,,,,,,,449
TUBA4A,149.52700000000002,weak,0.9740000000000001,200.495,good,0.9940000000000001,2162.9539999999997,weak,0.998,1800.8310000000001,weak,0.995,236.908,good,0.9390000000000001,235.36,good,0.968,3945.8259999999996,weak,0.986,1542.2320000000002,weak,0.963,37.49,good,0.995,50.745,good,0.998,448
TUBB1,,,,,,,86.42399999999999,weak,0.9059999999999999,,,,,,,,,,,,,42.668,weak,0.9440000000000001,,,,,,,451
TUBB3,,,,,,,,,,,,,,,,,,,,,,,,,76.214,good,0.997,92.95700000000001,good,0.996,450
TUBB4B,,,,134.64600000000002,weak,0.9329999999999999,,,,,,,302.078,weak,0.919,,,,250.396,weak,0.953,179.467,weak,0.9329999999999999,69.39699999999999,weak,0.996,85.26799999999999,weak,0.9990000000000001,445
TUBB6,,,,,,,,,,,,,,,,,,,64.595,good,0.98,,,,,,,,,,446
TUBGCP2,83.338,weak,0.978,105.479,good,0.998,,,,,,,,,,,,,97.87899999999999,good,0.961,70.123,weak,0.9890000000000001,42.696999999999996,weak,0.998,56.812,good,0.9940000000000001,902
TUBGCP3,85.235,weak,0.9990000000000001,101.42,weak,0.988,,,,,,,,,,,,,,,,86.40899999999999,weak,0.983,,,,55.489,weak,0.997,907
TUBGCP4,88.68700000000001,weak,0.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,667
TUBGCP6,,,,51.174,weak,0.997,134.27700000000002,weak,0.878,85.337,weak,0.927,,,,,,,90.087,weak,0.9740000000000001,,,,,,,,,,1819
TUFM,115.40299999999999,good,0.9490000000000001,167.64,good,0.992,730.794,good,0.9990000000000001,580.0980000000001,good,0.998,77.872,good,0.997,76.096,good,0.9990000000000001,179.247,good,0.985,121.73200000000001,good,0.983,,,,93.73299999999999,good,0.998,452
TWF1,120.616,weak,0.975,,,,,,,,,,81.613,good,0.9940000000000001,76.566,weak,0.992,59.001000000000005,weak,0.9329999999999999,51.931000000000004,weak,0.981,68.196,good,1.0,90.426,good,0.998,350
TWF2,140.04399999999998,weak,0.9590000000000001,171.018,good,0.998,,,,489.092,good,0.997,85.241,weak,0.922,85.446,good,0.9109999999999999,95.272,good,0.9840000000000001,80.311,good,0.993,57.73,good,0.998,75.574,good,0.998,349
TWISTNB,47.312,weak,0.998,,,,,,,,,,35.564,weak,0.988,,,,,,,32.539,weak,0.986,,,,30.798000000000002,weak,0.995,338
TXLNA,24.608,good,0.997,24.504,weak,0.993,48.931999999999995,weak,0.9990000000000001,38.134,weak,0.988,23.999000000000002,good,0.995,24.811999999999998,good,0.991,20.83,weak,0.991,19.352,good,0.986,32.549,weak,1.0,44.049,good,0.998,546
TXLNG,32.693000000000005,weak,0.99,33.145,weak,0.998,,,,,,,,,,,,,,,,,,,,,,,,,528
TXN,44.308,good,0.976,47.367,good,0.996,672.605,weak,0.992,237.148,weak,0.9940000000000001,231.262,good,0.995,229.237,good,0.995,73.757,good,0.99,76.24600000000001,good,0.9840000000000001,64.47399999999999,good,0.9990000000000001,79.699,good,0.997,105
TXNDC12,102.697,weak,0.975,114.04899999999999,weak,0.9359999999999999,208.368,weak,1.0,157.214,weak,0.9590000000000001,66.043,good,0.996,64.043,good,0.9990000000000001,67.34,good,0.991,50.208999999999996,good,0.993,58.0,good,0.995,66.238,good,0.9990000000000001,172
TXNDC17,92.051,weak,0.953,,,,,,,,,,145.959,weak,0.982,141.221,weak,0.973,98.465,weak,0.988,82.094,weak,0.992,78.479,weak,0.995,100.935,good,0.9990000000000001,123
TXNDC5,147.683,good,0.991,216.209,good,0.998,863.433,good,0.9520000000000001,315.274,weak,0.963,134.644,good,0.9940000000000001,129.218,good,0.987,143.352,good,0.986,120.679,good,0.97,63.443000000000005,good,0.998,78.77199999999999,good,1.0,432
TXNDC9,,,,24.143,good,0.997,,,,,,,55.989,weak,0.9229999999999999,,,,,,,,,,24.006,good,0.988,29.05,good,0.998,226
TXNIP,,,,,,,,,,9.081,weak,0.899,,,,,,,,,,,,,,,,,,,391
TXNL1,41.778,good,0.9840000000000001,51.563,weak,0.997,227.672,weak,0.998,187.74099999999999,weak,0.9990000000000001,85.04799999999999,good,0.9940000000000001,99.084,good,0.996,62.983000000000004,good,0.991,48.65,good,0.9840000000000001,41.498999999999995,good,0.998,48.558,good,0.997,289
TXNL4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.197,weak,0.983,142
TXNRD2,377.059,good,0.983,,,,,,,,,,257.69599999999997,weak,0.9059999999999999,279.022,weak,0.914,241.283,weak,0.98,,,,90.06200000000001,weak,0.9990000000000001,104.367,good,0.995,524
TYK2,,,,25.769000000000002,weak,0.992,82.065,weak,0.992,50.285,weak,0.9990000000000001,19.692999999999998,weak,0.9840000000000001,,,,,,,,,,,,,,,,1187
TYMP,64.812,good,0.988,92.865,good,0.997,561.092,good,0.9740000000000001,186.893,good,0.9990000000000001,277.32099999999997,good,0.972,373.73,good,0.9359999999999999,91.51100000000001,good,0.9890000000000001,68.23100000000001,good,0.985,,,,,,,482
TYW5,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.992,weak,0.975,315
U2AF1,104.04299999999999,weak,0.935,146.143,weak,0.976,313.686,weak,0.893,453.587,weak,0.9109999999999999,82.09899999999999,weak,0.97,93.133,weak,0.9109999999999999,,,,63.705,weak,0.978,95.82700000000001,good,0.9990000000000001,104.34100000000001,good,0.998,240
U2AF2,106.804,good,0.996,141.045,good,0.9990000000000001,273.467,good,0.997,269.116,weak,0.9990000000000001,66.154,good,0.986,66.66199999999999,weak,0.991,105.865,good,0.981,95.001,good,0.9940000000000001,71.17399999999999,good,0.9990000000000001,70.399,good,0.9990000000000001,475
U2SURP,78.613,good,0.9790000000000001,87.01299999999999,good,0.9990000000000001,170.804,good,0.9179999999999999,161.381,good,0.99,48.799,good,0.9840000000000001,45.953,good,0.98,69.50399999999999,good,0.99,62.163000000000004,weak,0.988,53.102,good,0.998,63.333,good,0.9990000000000001,1029
UAP1,33.155,weak,0.9129999999999999,,,,,,,167.387,weak,0.915,,,,,,,,,,,,,36.946999999999996,weak,0.9940000000000001,43.076,good,0.998,522
UAP1L1,126.85799999999999,weak,0.85,43.626999999999995,weak,0.9670000000000001,,,,,,,,,,,,,61.403,good,0.985,37.262,good,0.99,72.91199999999999,weak,0.9740000000000001,125.73200000000001,weak,0.978,507
UBA1,150.45600000000002,good,0.9790000000000001,191.18599999999998,good,0.995,452.00199999999995,good,1.0,374.06699999999995,good,1.0,194.045,good,0.961,218.967,good,0.972,120.075,good,0.99,104.805,good,0.987,65.195,good,1.0,74.84,good,0.9990000000000001,1058
UBA2,159.361,good,0.991,177.437,good,0.9990000000000001,378.515,good,0.996,285.173,good,0.9990000000000001,,,,,,,99.522,good,0.993,93.04700000000001,good,0.992,72.322,good,0.997,83.79299999999999,good,0.996,640
UBA3,143.328,weak,0.977,157.77,good,0.996,375.539,weak,0.9259999999999999,321.627,good,0.935,,,,144.112,weak,0.9890000000000001,114.03200000000001,weak,0.993,89.14,weak,0.992,57.333999999999996,good,0.993,69.266,good,1.0,463
UBA5,,,,89.45200000000001,weak,0.997,330.598,weak,0.993,,,,,,,234.688,weak,0.992,120.956,weak,0.975,81.574,weak,0.976,52.11600000000001,good,0.997,66.179,good,0.995,404
UBA6,211.29,good,0.973,217.58900000000003,good,0.998,488.481,good,0.9279999999999999,428.605,good,0.995,,,,,,,133.635,good,0.991,99.81200000000001,good,0.988,56.449,good,0.99,65.377,good,0.9990000000000001,1052
UBA7,75.715,good,0.99,99.977,good,0.991,,,,209.71099999999998,good,0.971,,,,,,,,,,157.255,good,0.922,,,,,,,1012
UBAC1,,,,,,,,,,,,,,,,,,,84.095,weak,0.935,64.517,weak,0.993,57.211999999999996,weak,0.951,56.747,good,0.996,405
UBAC2,,,,43.857,weak,0.941,56.946000000000005,weak,0.907,39.496,weak,0.982,32.667,good,0.9540000000000001,50.166000000000004,weak,0.985,40.98,weak,0.94,23.399,weak,0.996,33.483000000000004,weak,0.976,43.03,weak,0.997,344
UBAP1,,,,,,,,,,,,,,,,,,,37.247,weak,0.997,32.839,weak,0.958,,,,,,,502
UBAP2,21.994,weak,0.993,22.668000000000003,weak,0.998,,,,,,,21.166,weak,0.996,23.299,weak,0.977,,,,,,,37.27,weak,0.997,36.607,good,0.998,1119
UBAP2L,33.823,good,0.987,40.159,good,0.998,112.43799999999999,good,1.0,100.208,good,0.9990000000000001,36.555,good,0.991,33.598,good,0.991,39.7,good,0.98,33.959,good,0.998,36.968,good,0.997,49.305,good,1.0,1087
UBASH3B,,,,101.15,weak,0.9740000000000001,22.964000000000002,weak,0.856,,,,,,,,,,,,,62.958999999999996,weak,0.9570000000000001,28.256999999999998,weak,0.9990000000000001,29.338,good,0.9990000000000001,649
UBE2D1,,,,,,,,,,,,,,,,,,,,,,,,,44.063,weak,0.992,,,,147
UBE2D2,73.062,weak,0.983,,,,143.459,weak,0.9890000000000001,,,,,,,,,,,,,,,,,,,,,,147
UBE2F,,,,,,,,,,,,,,,,,,,,,,,,,49.652,weak,0.958,56.345,weak,0.975,185
UBE2G1,28.8,weak,0.991,,,,,,,,,,,,,,,,,,,30.119,weak,0.9940000000000001,,,,28.503,weak,0.987,170
UBE2I,182.49400000000003,weak,0.976,,,,384.0,weak,0.898,388.00699999999995,weak,0.973,,,,,,,98.777,weak,0.983,50.5,weak,0.9159999999999999,,,,65.41,good,0.995,158
UBE2J1,37.150999999999996,weak,0.993,,,,,,,,,,20.753,weak,0.992,23.791999999999998,weak,0.9790000000000001,36.04,weak,0.9540000000000001,23.493000000000002,weak,0.986,22.674,weak,0.955,18.311,good,0.983,318
UBE2K,47.156000000000006,weak,0.9840000000000001,,,,,,,151.554,weak,0.8809999999999999,119.01899999999999,weak,0.9570000000000001,,,,78.738,good,0.9940000000000001,61.523999999999994,good,0.9940000000000001,32.924,good,1.0,38.999,good,0.997,200
UBE2L3,95.889,good,0.9740000000000001,138.005,weak,0.998,404.159,good,0.898,418.725,weak,0.998,,,,,,,134.02,good,0.992,108.057,good,0.972,53.075,good,1.0,74.83,good,1.0,154
UBE2L6,,,,36.558,weak,0.991,,,,57.833,weak,0.992,,,,,,,46.802,weak,0.982,27.686,weak,0.9259999999999999,,,,,,,153
UBE2M,86.805,weak,0.998,103.41799999999999,good,0.997,315.35,weak,0.996,223.604,weak,0.993,231.13,weak,0.9890000000000001,,,,91.898,good,0.986,78.60600000000001,good,0.972,45.938,good,0.9940000000000001,55.132,good,1.0,183
UBE2N,,,,194.908,good,0.996,835.698,weak,0.997,752.554,weak,0.998,,,,,,,150.737,weak,0.978,159.11,weak,0.99,68.98899999999999,good,0.996,85.946,good,1.0,152
UBE2O,81.652,good,0.982,81.471,good,0.9990000000000001,105.99799999999999,weak,0.995,76.925,good,0.99,38.988,weak,0.92,,,,121.631,weak,0.977,76.175,good,0.985,36.792,good,0.9940000000000001,42.828,good,1.0,1292
UBE2Q1,,,,37.311,weak,0.997,53.56100000000001,weak,0.9940000000000001,,,,,,,,,,38.832,weak,0.956,29.394000000000002,good,0.991,24.612,weak,0.987,30.541,good,0.996,422
UBE2R2,,,,39.266,weak,0.997,67.563,weak,0.985,47.137,weak,0.998,,,,,,,25.959,weak,0.988,,,,23.309,weak,0.993,27.039,weak,0.998,238
UBE2V1,131.843,weak,0.9890000000000001,207.215,good,0.996,619.946,weak,0.982,648.4580000000001,weak,0.91,,,,,,,,,,103.12700000000001,weak,0.9890000000000001,59.16,weak,0.997,,,,147
UBE2V2,,,,,,,525.102,weak,1.0,327.95,weak,0.9129999999999999,,,,,,,,,,139.158,weak,0.924,52.81399999999999,weak,0.998,67.60600000000001,weak,0.993,145
UBE2Z,59.641999999999996,weak,0.9840000000000001,60.945,weak,0.985,,,,66.122,weak,0.965,,,,,,,32.141999999999996,weak,0.925,41.023999999999994,weak,0.9890000000000001,32.900999999999996,good,0.9990000000000001,39.657,good,0.9990000000000001,354
UBE3A,60.485,good,0.9790000000000001,73.87899999999999,good,0.998,108.12200000000001,weak,0.968,102.777,good,0.978,79.718,weak,0.9229999999999999,,,,47.784,good,0.99,39.703,good,0.9940000000000001,43.83,good,0.9990000000000001,46.692,good,0.9990000000000001,875
UBE3C,,,,61.785,weak,0.99,,,,,,,,,,,,,66.018,good,0.9940000000000001,47.66,weak,0.98,35.568000000000005,good,0.993,38.354,good,0.9990000000000001,1083
UBE4A,39.296,weak,0.968,,,,179.662,weak,0.9640000000000001,75.773,weak,0.9690000000000001,52.35,good,0.996,50.22,good,0.988,61.588,good,0.996,51.309,good,0.991,35.735,good,0.9990000000000001,47.425,good,0.9990000000000001,1066
UBE4B,44.718999999999994,weak,0.981,47.676,good,0.998,,,,121.81200000000001,weak,0.99,,,,,,,41.023,good,0.998,40.516,good,0.995,22.344,good,0.997,26.349,good,0.9990000000000001,1302
UBFD1,,,,,,,,,,,,,,,,,,,,,,,,,53.88,good,0.996,69.865,good,0.99,309
UBIAD1,,,,,,,,,,,,,58.51,weak,0.99,56.497,weak,0.988,,,,48.54,weak,0.951,,,,,,,338
UBL4A,58.449,weak,0.988,61.418,weak,0.892,94.773,weak,0.912,78.541,weak,0.998,,,,,,,73.068,weak,0.958,57.894,weak,0.997,,,,,,,157
UBL5,,,,,,,25.264,weak,0.995,23.159000000000002,weak,0.995,48.361999999999995,weak,0.963,,,,,,,,,,,,,,,,73
UBL7,,,,,,,,,,,,,,,,,,,,,,29.351,weak,0.988,24.401,weak,1.0,36.696999999999996,weak,0.9990000000000001,380
UBLCP1,127.225,weak,0.971,149.36700000000002,good,0.9990000000000001,299.055,good,0.998,319.539,good,0.996,,,,,,,,,,60.958999999999996,weak,0.9940000000000001,47.191,weak,0.975,49.437,weak,0.958,318
UBP1,52.025,weak,0.991,,,,,,,,,,,,,,,,,,,,,,40.927,weak,0.9790000000000001,53.644,weak,1.0,540
UBQLN1,50.178999999999995,weak,0.995,59.315,good,0.9990000000000001,109.311,weak,0.958,92.395,weak,0.996,45.801,weak,0.995,47.007,good,0.9840000000000001,48.553999999999995,weak,0.991,43.925,weak,0.934,36.02,weak,0.9940000000000001,51.778999999999996,good,0.9940000000000001,589
UBQLN2,33.838,good,0.993,58.298,weak,0.9740000000000001,63.955,weak,0.9990000000000001,58.281000000000006,good,0.993,57.407,weak,0.997,62.071000000000005,good,0.983,31.284000000000002,weak,0.986,27.022,good,0.991,27.726,good,0.997,35.946999999999996,good,0.9990000000000001,624
